x1,x2,x3
15.9847,16.045,16.0486
16.045,16.0486,16.1759
16.0486,16.1759,16.1829
16.1759,16.1829,16.2422
16.1829,16.2422,16.2922
16.2422,16.2922,16.3891
16.2922,16.3891,16.3194
16.3891,16.3194,16.2184
16.3194,16.2184,16.2336
16.2184,16.2336,16.1449
16.2336,16.1449,16.2409
16.1449,16.2409,15.8538
16.2409,15.8538,15.8496
15.8538,15.8496,15.8584
15.8496,15.8584,15.8539
15.8584,15.8539,16.0671
15.8539,16.0671,16.1053
16.0671,16.1053,16.2843
16.1053,16.2843,16.5998
16.2843,16.5998,16.5494
16.5998,16.5494,16.6608
16.5494,16.6608,16.7185
16.6608,16.7185,16.6539
16.7185,16.6539,16.6003
16.6539,16.6003,16.3602
16.6003,16.3602,16.5781
16.3602,16.5781,16.7615
16.5781,16.7615,16.9306
16.7615,16.9306,17.0902
16.9306,17.0902,17.1078
17.0902,17.1078,16.8982
17.1078,16.8982,17.0158
16.8982,17.0158,16.8695
17.0158,16.8695,16.7952
16.8695,16.7952,16.7604
16.7952,16.7604,16.4255
16.7604,16.4255,16.3696
16.4255,16.3696,16.3834
16.3696,16.3834,15.93
16.3834,15.93,16.0924
15.93,16.0924,16.3834
16.0924,16.3834,16.566
16.3834,16.566,16.5639
16.566,16.5639,16.6523
16.5639,16.6523,16.4561
16.6523,16.4561,16.5346
16.4561,16.5346,16.7865
16.5346,16.7865,16.6826
16.7865,16.6826,16.8183
16.6826,16.8183,16.9865
16.8183,16.9865,16.9771
16.9865,16.9771,16.9796
16.9771,16.9796,16.8471
16.9796,16.8471,16.9812
16.8471,16.9812,16.9237
16.9812,16.9237,17.4886
16.9237,17.4886,17.7232
17.4886,17.7232,17.7264
17.7232,17.7264,17.8826
17.7264,17.8826,18.0217
17.8826,18.0217,18.0859
18.0217,18.0859,18.048
18.0859,18.048,18.1419
18.048,18.1419,18.0168
18.1419,18.0168,18.2609
18.0168,18.2609,18.0689
18.2609,18.0689,18.2004
18.0689,18.2004,18.3342
18.2004,18.3342,18.5146
18.3342,18.5146,18.628
18.5146,18.628,18.5759
18.628,18.5759,18.4484
18.5759,18.4484,18.9026
18.4484,18.9026,18.9143
18.9026,18.9143,18.6676
18.9143,18.6676,18.6433
18.6676,18.6433,18.5838
18.6433,18.5838,18.3991
18.5838,18.3991,18.1474
18.3991,18.1474,17.4719
18.1474,17.4719,17.431
17.4719,17.431,17.4189
17.431,17.4189,16.7235
17.4189,16.7235,16.9826
16.7235,16.9826,17.2413
16.9826,17.2413,17.5226
17.2413,17.5226,17.9085
17.5226,17.9085,17.902
17.9085,17.902,17.9106
17.902,17.9106,18.0353
17.9106,18.0353,18.2371
18.0353,18.2371,18.0977
18.2371,18.0977,18.2609
18.0977,18.2609,18.4989
18.2609,18.4989,18.2434
18.4989,18.2434,18.0145
18.2434,18.0145,17.8315
18.0145,17.8315,17.6655
17.8315,17.6655,17.9204
17.6655,17.9204,17.9194
17.9204,17.9194,18.178
17.9194,18.178,18.2798
18.178,18.2798,18.5236
18.2798,18.5236,18.5881
18.5236,18.5881,18.451
18.5881,18.451,18.629
18.451,18.629,18.7103
18.629,18.7103,18.7211
18.7103,18.7211,18.7578
18.7211,18.7578,18.8031
18.7578,18.8031,18.5621
18.8031,18.5621,17.9817
18.5621,17.9817,17.9874
17.9817,17.9874,18.2784
17.9874,18.2784,17.817
18.2784,17.817,17.7268
17.817,17.7268,17.7244
17.7268,17.7244,17.7206
17.7244,17.7206,17.7161
17.7206,17.7161,17.4693
17.7161,17.4693,17.4692
17.4693,17.4692,17.7092
17.4692,17.7092,17.9927
17.7092,17.9927,18.161
17.9927,18.161,18.0941
18.161,18.0941,17.5366
18.0941,17.5366,17.627
17.5366,17.627,17.8155
17.627,17.8155,17.6893
17.8155,17.6893,17.5577
17.6893,17.5577,17.5914
17.5577,17.5914,17.5571
17.5914,17.5571,17.2301
17.5571,17.2301,17.3441
17.2301,17.3441,17.4859
17.3441,17.4859,17.5291
17.4859,17.5291,17.4405
17.5291,17.4405,17.4454
17.4405,17.4454,17.599
17.4454,17.599,17.8863
17.599,17.8863,18.0086
17.8863,18.0086,18.0045
18.0086,18.0045,18.3129
18.0045,18.3129,18.4063
18.3129,18.4063,18.3681
18.4063,18.3681,18.3094
18.3681,18.3094,18.3786
18.3094,18.3786,18.3755
18.3786,18.3755,18.3717
18.3755,18.3717,18.3864
18.3717,18.3864,18.3016
18.3864,18.3016,18.4084
18.3016,18.4084,18.4181
18.4084,18.4181,18.5132
18.4181,18.5132,18.1982
18.5132,18.1982,18.3151
18.1982,18.3151,18.3262
18.3151,18.3262,18.6447
18.3262,18.6447,18.7764
18.6447,18.7764,18.894
18.7764,18.894,18.9693
18.894,18.9693,18.7164
18.9693,18.7164,18.8619
18.7164,18.8619,18.9802
18.8619,18.9802,18.9306
18.9802,18.9306,18.5742
18.9306,18.5742,18.5626
18.5742,18.5626,18.5604
18.5626,18.5604,18.1665
18.5604,18.1665,18.1994
18.1665,18.1994,18.0927
18.1994,18.0927,18.0056
18.0927,18.0056,17.833
18.0056,17.833,17.485
17.833,17.485,17.2086
17.485,17.2086,16.9917
17.2086,16.9917,17.3964
16.9917,17.3964,17.3175
17.3964,17.3175,17.1757
17.3175,17.1757,16.996
17.1757,16.996,16.9563
16.996,16.9563,16.9418
16.9563,16.9418,17.3057
16.9418,17.3057,17.32
17.3057,17.32,17.1341
17.32,17.1341,17.2103
17.1341,17.2103,17.401
17.2103,17.401,17.3461
17.401,17.3461,17.2149
17.3461,17.2149,17.2735
17.2149,17.2735,17.2635
17.2735,17.2635,17.2689
17.2635,17.2689,17.1622
17.2689,17.1622,17.2735
17.1622,17.2735,17.3801
17.2735,17.3801,17.4601
17.3801,17.4601,16.6388
17.4601,16.6388,16.5572
16.6388,16.5572,16.3261
16.5572,16.3261,16.166
16.3261,16.166,16.0517
16.166,16.0517,16.2169
16.0517,16.2169,16.2995
16.2169,16.2995,16.4349
16.2995,16.4349,16.4003
16.4349,16.4003,16.0004
16.4003,16.0004,16.0006
16.0004,16.0006,15.4058
16.0006,15.4058,15.4927
15.4058,15.4927,15.5945
15.4927,15.5945,15.9376
15.5945,15.9376,15.9324
15.9376,15.9324,16.0236
15.9324,16.0236,15.7834
16.0236,15.7834,16.0536
15.7834,16.0536,16.1746
16.0536,16.1746,16.1304
16.1746,16.1304,16.0793
16.1304,16.0793,15.8429
16.0793,15.8429,15.7729
15.8429,15.7729,15.8811
15.7729,15.8811,15.5534
15.8811,15.5534,15.2463
15.5534,15.2463,15.1979
15.2463,15.1979,15.0846
15.1979,15.0846,14.8974
15.0846,14.8974,14.7502
14.8974,14.7502,14.9717
14.7502,14.9717,15.1203
14.9717,15.1203,14.9962
15.1203,14.9962,15.0073
14.9962,15.0073,15.1755
15.0073,15.1755,15.3254
15.1755,15.3254,15.698
15.3254,15.698,15.5881
15.698,15.5881,15.4991
15.5881,15.4991,15.6388
15.4991,15.6388,15.592
15.6388,15.592,15.56
15.592,15.56,15.5533
15.56,15.5533,15.3282
15.5533,15.3282,15.2146
15.3282,15.2146,15.0862
15.2146,15.0862,14.9108
15.0862,14.9108,14.5961
14.9108,14.5961,14.5113
14.5961,14.5113,14.422
14.5113,14.422,13.8581
14.422,13.8581,14.1499
13.8581,14.1499,14.183
14.1499,14.183,14.3106
14.183,14.3106,14.169
14.3106,14.169,14.1971
14.169,14.1971,14.582
14.1971,14.582,14.1958
14.582,14.1958,14.0074
14.1958,14.0074,14.098
14.0074,14.098,14.0307
14.098,14.0307,13.7496
14.0307,13.7496,14.1095
13.7496,14.1095,14.1057
14.1095,14.1057,15.2917
14.1057,15.2917,14.9717
15.2917,14.9717,14.9627
14.9717,14.9627,15.0863
14.9627,15.0863,15.1437
15.0863,15.1437,14.7617
15.1437,14.7617,14.5978
14.7617,14.5978,14.6579
14.5978,14.6579,14.6687
14.6579,14.6687,14.8854
14.6687,14.8854,15.0102
14.8854,15.0102,15.0118
15.0102,15.0118,14.6853
15.0118,14.6853,14.6849
14.6853,14.6849,14.7929
14.6849,14.7929,14.7171
14.7929,14.7171,14.7869
14.7171,14.7869,14.8822
14.7869,14.8822,15.0295
14.8822,15.0295,15.0242
15.0295,15.0242,15.004
15.0242,15.004,15.3982
15.004,15.3982,15.5819
15.3982,15.5819,14.9093
15.5819,14.9093,14.8473
14.9093,14.8473,14.6132
14.8473,14.6132,14.6806
14.6132,14.6806,14.8698
14.6806,14.8698,14.6601
14.8698,14.6601,14.5782
14.6601,14.5782,14.3928
14.5782,14.3928,14.2491
14.3928,14.2491,14.153
14.2491,14.153,14.069
14.153,14.069,13.954
14.069,13.954,13.9529
13.954,13.9529,13.9513
13.9529,13.9513,13.8777
13.9513,13.8777,14.0633
13.8777,14.0633,13.8884
14.0633,13.8884,13.7683
13.8884,13.7683,13.7674
13.7683,13.7674,14.075
13.7674,14.075,14.1387
14.075,14.1387,14.3922
14.1387,14.3922,14.6547
14.3922,14.6547,14.7272
14.6547,14.7272,14.5702
14.7272,14.5702,14.7474
14.5702,14.7474,14.9358
14.7474,14.9358,14.9554
14.9358,14.9554,15.1277
14.9554,15.1277,15.1847
15.1277,15.1847,15.066
15.1847,15.066,15.0888
15.066,15.0888,15.1568
15.0888,15.1568,15.2961
15.1568,15.2961,15.2961
15.2961,15.2961,15.3667
15.2961,15.3667,15.3835
15.3667,15.3835,15.6707
15.3835,15.6707,15.7925
15.6707,15.7925,15.8025
15.7925,15.8025,15.8009
15.8025,15.8009,15.7982
15.8009,15.7982,15.7967
15.7982,15.7967,15.7499
15.7967,15.7499,15.9157
15.7499,15.9157,16.0111
15.9157,16.0111,16.141
16.0111,16.141,16.1561
16.141,16.1561,15.8448
16.1561,15.8448,16.0064
15.8448,16.0064,15.9809
16.0064,15.9809,16.1058
15.9809,16.1058,16.2214
16.1058,16.2214,16.5413
16.2214,16.5413,16.632
16.5413,16.632,16.595
16.632,16.595,16.6145
16.595,16.6145,16.7937
16.6145,16.7937,16.9405
16.7937,16.9405,17.0296
16.9405,17.0296,17.0381
17.0296,17.0381,16.7903
17.0381,16.7903,16.3485
16.7903,16.3485,16.5326
16.3485,16.5326,16.8083
16.5326,16.8083,16.656
16.8083,16.656,16.7128
16.656,16.7128,16.7277
16.7128,16.7277,17.1287
16.7277,17.1287,17.1313
17.1287,17.1313,17.2092
17.1313,17.2092,17.1077
17.2092,17.1077,17.1374
17.1077,17.1374,16.7486
17.1374,16.7486,16.8844
16.7486,16.8844,17.0853
16.8844,17.0853,17.0913
17.0853,17.0913,17.43
17.0913,17.43,17.7127
17.43,17.7127,17.7432
17.7127,17.7432,17.9219
17.7432,17.9219,17.9907
17.9219,17.9907,17.9921
17.9907,17.9921,18.3815
17.9921,18.3815,18.4562
18.3815,18.4562,18.1904
18.4562,18.1904,18.2241
18.1904,18.2241,18.2756
18.2241,18.2756,18.1991
18.2756,18.1991,18.1983
18.1991,18.1983,18.1973
18.1983,18.1973,18.1693
18.1973,18.1693,18.2425
18.1693,18.2425,17.9454
18.2425,17.9454,18.0739
17.9454,18.0739,18.3446
18.0739,18.3446,18.3046
18.3446,18.3046,18.4011
18.3046,18.4011,18.4656
18.4011,18.4656,17.8892
18.4656,17.8892,17.5803
17.8892,17.5803,17.5787
17.5803,17.5787,17.4042
17.5787,17.4042,17.4016
17.4042,17.4016,16.898
17.4016,16.898,17.2421
16.898,17.2421,17.3522
17.2421,17.3522,17.0826
17.3522,17.0826,16.6125
17.0826,16.6125,16.696
16.6125,16.696,16.3761
16.696,16.3761,16.3738
16.3761,16.3738,16.3941
16.3738,16.3941,16.5454
16.3941,16.5454,16.5764
16.5454,16.5764,16.5748
16.5764,16.5748,16.5143
16.5748,16.5143,16.428
16.5143,16.428,16.5593
16.428,16.5593,16.413
16.5593,16.413,16.4115
16.413,16.4115,16.4084
16.4115,16.4084,17.0218
16.4084,17.0218,16.9852
17.0218,16.9852,16.9602
16.9852,16.9602,16.8661
16.9602,16.8661,16.8398
16.8661,16.8398,16.9897
16.8398,16.9897,17.3441
16.9897,17.3441,17.6527
17.3441,17.6527,17.6383
17.6527,17.6383,17.6446
17.6383,17.6446,17.4647
17.6446,17.4647,17.4347
17.4647,17.4347,17.6809
17.4347,17.6809,17.7497
17.6809,17.7497,17.7446
17.7497,17.7446,18.1844
17.7446,18.1844,18.0998
18.1844,18.0998,18.0603
18.0998,18.0603,18.1248
18.0603,18.1248,17.8495
18.1248,17.8495,17.605
17.8495,17.605,17.7313
17.605,17.7313,17.694
17.7313,17.694,17.7433
17.694,17.7433,17.8183
17.7433,17.8183,17.9163
17.8183,17.9163,17.7822
17.9163,17.7822,17.8411
17.7822,17.8411,17.7193
17.8411,17.7193,17.7455
17.7193,17.7455,17.9219
17.7455,17.9219,18.1023
17.9219,18.1023,17.8382
18.1023,17.8382,17.6962
17.8382,17.6962,17.5335
17.6962,17.5335,17.4705
17.5335,17.4705,17.0784
17.4705,17.0784,16.7078
17.0784,16.7078,16.5281
16.7078,16.5281,16.5574
16.5281,16.5574,16.715
16.5574,16.715,16.7105
16.715,16.7105,16.5638
16.7105,16.5638,16.7115
16.5638,16.7115,16.7111
16.7115,16.7111,16.8879
16.7111,16.8879,17.2973
16.8879,17.2973,17.4046
17.2973,17.4046,17.4124
17.4046,17.4124,17.413
17.4124,17.413,17.491
17.413,17.491,17.18
17.491,17.18,17.2502
17.18,17.2502,17.2503
17.2502,17.2503,17.4011
17.2503,17.4011,17.5215
17.4011,17.5215,17.5843
17.5215,17.5843,17.5322
17.5843,17.5322,17.6906
17.5322,17.6906,17.7982
17.6906,17.7982,17.975
17.7982,17.975,17.8717
17.975,17.8717,17.7869
17.8717,17.7869,17.6289
17.7869,17.6289,17.7621
17.6289,17.7621,17.898
17.7621,17.898,17.8807
17.898,17.8807,17.7268
17.8807,17.7268,17.8847
17.7268,17.8847,17.7941
17.8847,17.7941,17.8066
17.7941,17.8066,17.6813
17.8066,17.6813,17.6721
17.6813,17.6721,17.4393
17.6721,17.4393,17.5589
17.4393,17.5589,17.5519
17.5589,17.5519,17.3133
17.5519,17.3133,17.3111
17.3133,17.3297,17.262
17.3297,17.3333,17.3656
17.3333,17.3436,17.4816
17.3436,17.3526,17.4793
17.3526,17.3557,17.5825
17.3557,17.3665,17.4495
17.3665,17.3807,17.5372
17.3807,17.3984,17.7681
17.3984,17.4075,18.0088
